Stars,Title,Description
5,Best value for power,I was able to get 240fps in CS go and valorant without external GPU.I previously had 6th gen i7 and GTX980. And that couldn't pull this.Lightroom rendering is also good i am able to color correct 100 raw pics in seconds.I didn't expect this performance when i updated.
5,Simply awesome,Switching from a 5800x3d for my 4080 super.. this is one heck of a cpu. I only put a $60 280mm aio "I'd cooling" and put it on smart fan. After that gaming has been a breeze with crazy high fps that give me 99% GPU usage in every game. Jedi survivor is getting over 130fps with dlss quality on. Which is unheard of from everything I read. Totally glad I went with this over 7800x3d. Mobo was much cheaper with every bell and whistle I wanted. My newest build is definitely nice enough to leave any builder drooling.. Thanks to this cpu at its core.
5,Great Performance!,"Upgrading from a 10700KF to 14700K. Lots of forms posts are degrading this processor but I’m here to tell you it’s well worth the money! Just make sure to go to your BIOS and limit the power to 253W. The whole heat of this chip is blown out of proportion. I haven’t gotten heat issues while gaming.Overall I have this chip paired with a 3090, while I’ll wait for a new 50 series card.Some of the gains I’ve gotten at @1440P, 45 in ultra wide 21:9, max graphics settings:Overwatch: overall 50fps gain, consistent 240hz capped out for my monitor.Black Desert Online: overall 35-40 fps gains.These are the games I normally play a lot and it’s truly notice when upgrading to this chip. Overall the computer is a snappy and fast and haven’t notice any hiccups. Really great chip and planning on keeping this for the next 4-5 years."
5,Intel Core I&-4700K desktop processor,This 14th generation Intel Core i7 is a powerful and fantastic processor for a desktop gaming build.The product is well packaged with some assembly instructions that are easy to follow. I heartily recommend this computer processor for DIYs and computer enthusiasts.
5,huge upgrade,upgraded my pc from a 8700k to this bad boy. exceptional speeds and performance. temps are good and tasks are loading super fast !
5,Perfect for gaming and streaming in 2024.,"This Intel 14700K is phenomenal! Lightning-fast speeds and seamless performance make every task a breeze. Whether I'm gaming, streaming, or working, it handles everything with ease."
5,Good benchmarking,Works as advertised.
5,Mid end processor,this is kinda good for my GPU
5,IntelÂ® Coreâ?¢ i7-14700K,"This new IntelÂ® Coreâ?¢ i7-14700K New Gaming Desktop Processor with 20 cores just rocks! Cooling it with an Noctua NH-U12A, Premium CPU Cooler with High-Performance Quiet NF-A12x25 PWM Fans (120mm, Brown) for Desktop."
5,"WoW, Powerful processor from Intel","WoW! What a beast, intel i7 14700K! it can handle any tasks in pc as game and everyday use.  No issues with it. Thanks for fast shipping!"
5,Very good and reliable processor,"Very good processor, upgraded form a very nice Ryzen 1700 (6 years old with me) to this one, decided to go intel due to memory stability. After 3 weeks I can say I love it, very nice temps while gaming and I've received around a 60% improvement in my games (I maintained my RTX3070). I'm currently using a NZXT Kraken Elite 360 AIO to cool it and it has been showing around 50-60 C during high intensive gaming which is very good. Went with this over the 7800X3D since I feel this is more future proof for productivity since I upgrade every 5-6 years. While I know the AM5 socket will last longer, anyways, every time I upgrade I also upgrade the motherboard. Very nice product, will recommend it."
5,Nicee!!!,"I never had a CPU on my hands before so i was really stressed out about it ð???, but i was able to mount it and it was the easiest part of my PC built, i don't have any idea about its perfomance yet and for now i just can say that in bios mode it keeps under 95Â°F with the AIO cooler, i will update eventualy when i finish the OS instalation"
5,Solid CPU,It's been great so far. Clocking right and no overheating. Currently paired with a phanteks 360mm AIO.
5,Worth it if <13th gen,Was going to wait until 15th gen to upgrade my 10900k but decided to go for it. While the 10900k is still a powerhouse this is a good upgrade and I am happy with. This processor is ridiculously fast and handles everything we would expect it to. Cyberpunk picked up 10fps with a 3080 but runs super smooth now at 4k with RT. I did pair this with a z790 Aorus and 32gb ddr5 6400.******** AT Own Risk*******  Suggest undervolting in bios if you know what you are doing. I am running this cpu 5.7 all cores - 1.24v on a custom loop. I see idle temps 31c - gaming 60c and cinebench 89c.  It will run hot if you're on air and do not adjust the default voltage. There are plenty of youtube videos out there as a resource.  Overall great processor
5,Top of the line,Potente procesador para mi configuraciÃ³n.
5,Love it,Super easy to install. Just update your motherboard bios to support 14 Gen
5,I7 14700k,"It makes a good pair with the RTX 4070 Ti Super, but you need a suitable cooler!  With Be Quiet Dark Rock 4 Pro I manage to keep it at 60 maximum 70 degrees in games!"
5,14th Gen + Asrock Z790 Steel Legend Wifi = Perfect in any Unraid server,"They say the intel 14th gen chips run hot. If thats true then the AMD Ryzen 7 3700x's run as hot as the sun because this chip is cooler than the AMD chips.It does draw a lot of power, but it has like 20 cores. Totally worth it."
5,Great Performance,Built a new system with the 14700k for photo/video editing and some gaming. Decided to go with the 14th gen i7 instead of the 13th gen since it's the only series that had a noticeable improvement (4 more e cores and threads). Very fast for video editing and overkill for most gaming. Absolutely love it! I keep it cool with a 360mm AIO and a contact plate for even lower temperatures.Avg Temps:100% Load - Low 70'sGaming - Mid to High 40's (Low 50's for more demading titles)Idle & Browsing - Mid 20's
5,20 modern cores per $400,"I bought it to do computations on all cores. The best value for money I could find. Requires custom loop, delliding if you want to run high boost on all cores for long periods of time. The chip is hot. I will probably drop boost clocks and undervolt to stay cool. Using Acrtic Freezer II 360."
5,"Good CPU, no issues","Upgraded from a really old CPU. It was basically between the 13700k and 14700k, and for a little bit more, I thought why not just get the 14700k. If you're on a budget, then just get the 13700k. There's probably no noticeable difference. It may not be the most efficient CPU, but it just works."
5,Fantastic CPU for the price.,"The media could not be loaded.
                



I decided against the i9 because of cost difference.  For my normal usage I use less than 2% of this CPU.  But I'm really happy with the speed and performance."
5,Good,Good!
5,Fast!,I upgraded from an 11900k to this. Huge gains! Pair it with decent hardware and you got a 1440p champ.
5,undervolt and you are done,just undervolt to control the temperature my work just fine with -0.080 mv
5,LO MAXIMO,INTEL ES INTEL LO MEJOR DE LO MEJOR
5,Great,Just Great
5,Love it,Great cpu for gaming. No regrets
5,"5.0 out of 5 stars
i9 14th gen is the beast!","Just upgraded from i5 9400f to i9 14900k and super happy with the performance that I am able to achieve. It simply works buttery smooth. Large applications open like notepad apps.It heats a lot though so I went with MSI coreliquid liquid cooling solution.If looking to upgrade from 13th gen then save money because the performance is identical, however if setting up new PC then definitely go with it.My setup -MSI MPG z790 carbon wifiIntel i9 14900kMSI RTX 4070tiMSI MAG coreliquid liquid coolerSamsung 980 Pro - 1 TBRipjaws 32gb ddr5Bonus tip: If u are struck setting up ur PC then go to MSI support and they are super responsive to assist you. I got my wiring fixed in matter of minutes ona video call by their assistant."
5,Buen procesador,"Buen procesador que te da para poder jugar y realizar trabajos de ofimática, renderización de video, etc"
5,????!??!,???????????!????!??????
5,Cool,bonne decision pour mon ordi
5,Prestazioni ottime: Recensione del processore Intel Core? i7-14700KF,"Questo processore è una vera e propria potenza che soddisferà le esigenze dei gamer, degli utenti professionali e di coloro che cercano il massimo delle prestazioni nel proprio PC. Con una frequenza base di 3.6 GHz e una frequenza boost massima di 5.0 GHz consente di gestire efficacemente carichi di lavoro pesanti, rendendolo ideale per attività come il rendering video, il gaming e la produzione multimediale.Per i gamer più esigenti, il Core? i7-14700KF offre prestazioni grafiche straordinarie grazie alla compatibilità con le schede grafiche più recenti e alle tecnologie avanzate come l'Intel® Deep Learning Boost, che migliora le prestazioni dell'intelligenza artificiale nei giochi e nelle applicazioni di realtà virtuale. Personalmente faccio anche molto editing video e non ho mai riscontrato problemi o rallentamenti con DaVinci Resolve o Premiere.Prezzo altino ma purtroppo oggi giorno i prezzi sono questi."
5,Die pure Kraft - Intel® Core? i9-14900KF,"Nachdem ich meinen PC mit dem Intel Core i9-14900KF aufgerüstet habe, kann ich sagen, dass dieser Prozessor ein echtes Kraftpaket ist. Hier sind meine Eindrücke nach intensiver Nutzung:Leistung:Mit seinen 24 Kernen und einer beeindruckenden Taktrate liefert der i9-14900KF eine unglaubliche Leistung. Egal ob beim Gaming, bei der Videobearbeitung oder beim Multitasking ? dieser Prozessor meistert alles mühelos. In Spielen wie Cyberpunk 2077 und Red Dead Redemption 2 laufen die Grafiken butterweich, selbst bei höchsten Einstellungen. Die Ladezeiten sind minimal und das Gameplay ist absolut flüssig.Multitasking:Ich arbeite oft mit mehreren anspruchsvollen Anwendungen gleichzeitig ? von Adobe Premiere Pro über Photoshop bis hin zu Blender. Der i9-14900KF bewältigt diese Aufgaben ohne ins Schwitzen zu geraten. Selbst wenn ich ein Video rendere und gleichzeitig in einem anderen Fenster an einem großen Bildbearbeitungsprojekt arbeite, bleibt das System reaktionsschnell und stabil.Kühlung:Apropos Kühlung ? der i9-14900KF kann unter Last ziemlich warm werden. Ich habe mich für eine hochwertige Wasserkühlung von NZXT entschieden (Kraken 360 Elite), um die Temperaturen im Griff zu behalten. Mit dieser AIO bleibt der Prozessor auch bei intensiven Gaming-Sessions oder langen Renderzeiten kühl und leise.Preis-Leistungs-Verhältnis:Der Preis des i9-14900KF ist sicherlich nicht niedrig, aber angesichts der gebotenen Leistung halte ich ihn für gerechtfertigt. Für Enthusiasten und Profis, die maximale Performance benötigen, ist dieser Prozessor eine lohnende Investition.Fazit:Der Intel Core i9-14900KF ist ein absolutes Monster in Sachen Leistung. Ob beim Gaming, bei kreativen Arbeiten oder beim Multitasking ? dieser Prozessor liefert konstant beeindruckende Ergebnisse. Die Möglichkeit zur Übertaktung bietet zusätzlichen Spielraum für Performance-Enthusiasten. Auch wenn er etwas teurer ist und eine gute Kühlung erfordert, bin ich rundum zufrieden mit meiner Wahl und kann den i9-14900KF jedem empfehlen, der das Beste aus seinem System herausholen möchte."
5,Arrived fast,Fast shipping. Works as advertised.
5,Excelente procesador top de lo top,"Lo compré con el 10% de descuento, es el mejor procesador que he tenido. No llora con nada, que es muy caliente, si. Pero con una buena refrigeración liquida, que ya son bastante buenas, se controla.Me gustó mucho, sin demeritar a la competencia AMD que lo está haciendo genial también. Per en mi caso como las memorias DDR5 vienen optimizadas para intel y no quiero estar batallando, me decidí por este y no me arrepiento de mi compra. Muy buen producto de calidad premium."
5,Fast,Used for 3D rendering. Solid and fast. I am very happy with this cpu.
1,"1.0 out of 5 stars
Worst quality",I don't liked the price of it .I Also don't liked the performance of it .Rather you can purchase i9 13th generation
1,"1.0 out of 5 stars
Waste of money",13 gen is better with same performence at low pricing. Avoid this product cause it have only 2 core touching 6000 mhz so in real life there are no difference.
1,Bad product,Not buying a cpu from this seller again wen my order came I opened the box and the cpu was not in the box even tho it still has the factory seal wast of almost 1k bucks
1,"until the kinks are worked out, not even a little bit worth the price.","I have had soooo many stability issues it is unreal.  I originally purchased the i9 13900k, did no overclocking but had soooo much trouble with the system that I stupidly replaced the mainboard and video card.  I didn't refund as I assumed that I had done the damage.  Literally months of troubleshooting and doubled expenses before I realized that the asus mainboard defaulted to super high wattage and the chip itself began to degrade at an extremely fast rate.  Yet again assuming that I must have done something wrong I ordered this replacement chip, to find issues suddenly occuring again.  This is about when the news dropped on mainboard suppliers and intel passing the buck on an inherently co dependant series of faults that have personally cost thousands upon thousands of dollars.I'm an IT professional, have been in the industry for more than 20 years, and have never encountered a situation so costly for the end consumer.I really hate to say it, I hold stocks in intel, I've loved them as a brand and considered them to be a number one choice, I can no longer say this.I honestly think there should be a class action lawsuit over this chip and it's predecessorI had to purchase 2  rtx 4090 and 2 asus mainboards before I could even lock down this issue.I hate to say it but if I'd gone with a competitor I would have saved multiple thousands of dollars."
1,Là même chose que le 13th,Consommation jusqu?à 320 WTrop chers rapport qualité prix
1,Rauch kam heraus,"Als es einen Monat und zwei Tage alt war,als ich Ai overclocked  trat Rauch auf, ich zog am PC-Kabel und hinterließ zwei Spuren auf meinem Motherboard. (Asus z690 Maximus extreme )  jetzt habe neuer motherboard und CPU bestellt , ich empfehle keinen"
1,UPDATED: BSOD CPU: CLOCK_WATCHDOG_TIMEOUT,"The media could not be loaded.
                



UPDATE: Been at this for days and days. Intel core i9-14900k on ASUS z790 Strix is a BSOD MACHINE. Previouslyit would run for many minutes. Now it barely goes one ir two minutes before freezing and a BSOD. Now I'm doing ASUS BIOS MemTest86 so far so good (for the RAM).While Windows 11 Pro was working I did the Memory Diagnostics and it said it passed. So either the CPU or the Motherboard is bad.New ASUS Z790 Strix, with new Intel i9-14900k, with new T700 2TB Gen5 PCIE 5 NVME M2, and new 64GB DDR5 6400 RAM, with Runs Windows 11 Pro. All drivers up and Windows are up to date.I've not done any overclocking or XMP in the bios to push the RAM 4000Mhz to the advertised 6400. I avoided buying RAM that can go 8000Mhz with XMP because there are so very many failures with those--and I wanted 8000 because I wanted a system with no bottlenecks as much as possible.Runs great for about 5 to 30 minutes. Temps run from 30s to 50s to high 80s bouncing up and down like normal. Then BOOM BSODs.I will do tests including memory, cpu, and double check drivers.Most websites point to a CPU issue. Some mention RAM or drivers.I'm either going to solve this issue or return this i9-14900 CPU and replace it with an i9-13900.I hope to remember this review and update it with success info."
1,BEWARE of the New LGA 1700 Socket,"I've been a lifetime Intel diehard fan but man they really pushed a disappointing product out. This thing gets HOT, I've been building computers for a while but I've never seen a CPU regularly spike to 100 C with liquid cooling. My previous 8700k ran great and was fulling overclocked to 4.8GHz and I never saw anything higher than 78 C under 100% load. I was so sketched out by seeing the 14700k temps that I ran Intel's CPU diagnostic software and I couldn't even finish it! The temps got to a steady 93-100 C while testing so I had to cancel it and let the CPU cool down.I even tried some gaming with it and while playing Helldivers 2 at ""High/Medium"" settings It liked to hover at 95C and spiked constantly. This caused thermal throttling and game stutters followed with it. Even while at the desktop fully idle my temps would spike around from 25 C all the way up to 70 C. The reason for this is the new LGA 1700 socket ILM, you have to buy, replace, and correctly torque a WHOLE new socket brace just so you can kind of tame this CPU.I remember when Intel was known for keeping cool and AMD for getting hot. That's not the case anymore and I'm so disappointed because Intel was my go to with every single PC I ever built."
1,Series known to have issues,"The 13th and 14th gen intel cpu chips are notorious for being unstable and low quality. While installation is easy, the chip may come with deficiencies that get worse over time.For the first couple months after install i would experience BSoD crashes and i was trying to diagnose. Now 2 months later the computer will no longer boot without BSoD. All other hardware has been replaced meaning the chip is absolutely the issue. Currently in the process of RMA negotiations with intel because diagnosis took longer than the amazon return window. So far their service has been slow to respond. Until intel admits to the faults in these generations and offers an actual fix i would suggest sticking to AMD. I wish i had.I personally never overclocked the card, never had the chance, it wasn't very stable on default settings. Had a ticket with intel since 3 days ago, they havent reaponded in 2 days. Buyer be ware..."
1,No era nuevo,"El producto era de importación, entiendo que pudieran haber abierto la caja, pero llegó incluso con restos de pasta térmica, por lo que debió haber sido usado o era uno que regresaron. La incógnita de no saber que tanto estrés se le metió al procesador antes de enviarlo es complicada, cuando se esperaba un producto nuevo.Actualización: El procesador en efecto venía dañado, el primero problema fue que impedía la instalación de Windows. La forma de verificar la falla fue entrando a la BIOS y desactivando todos los cores, a posterior fui activando uno por uno. Con un solo núcleo permitió instalar Windows, el resumen fue: todos los E-cores funcionaban, de los P-Cores estaban dañados el 4, 6 y 7 ya que al encender cualquiera de esos tres desde la BIOS, generaba pantallas azules, se freezeaba o cerraba programas aleatoriamente.No descarto que el tema haya sido un problema de fábrica, pero desde que llegó con pasta térmica en los bordes, me hacía sospechar que había algo malo con el procesador, ya se realizó la solicitud de reembolso."
2,Poor Silicon Samples,The one received was a silicon lottery loser that required excessive and abnormally high voltage and had horrible SP-ratings. It was returned because the poor silicon quality made it unsuitable for the purpose for which it was purchased. I purchased a 14900KF from Amazon to replace it and it was equally poor quality and had to go back. Intel needs to cull their trash samples and sell them at a lower price. A CPU that needs 1.500V to run stock turbo clocks is unacceptable and impossible to properly cool.
2,Gets uncontrollably hot,I have this CPU on an ASUS z790 Hero MB with a H150i 360mm AIO cooler. This cpu temp spikes and throttles like crazy under high load. Using Thermal Grizzly paste as well. I have built competition systems for over a decade. This is not normal... Been following the online "declocking" and "undervolting" and that is unacceptable.
2,Can't overclock with thermal throttle,"I've got an Arctic freezer II, and direct contact place to try and cook this thing off but it's too hot. I had the underclock the voltage for my CPU in the BIOS to get this thing to not overheat while exporting Adobe videos. Intel missed the mark here and I'm pretty mad I can't return it. It works fine doing normal tasks, and gaming, but when I want a 3D render something or encode/export a video then it will thermal throttle at 100° C with fans at max speed. It literally spikes up to 100 in like one second."
2,Smh,"I was thinking, i am building my first major rig and wanted a beast of a processor. Wiff. this thing has the stability of someone on a unicycle on a tramploine. somedays its all good, others.. well i think you can imagine."
3,Possibly better memory support than i9-13900K,"Once they came down in price, I did get a i9-14900K as an ""upgrade"" from a i9-13900KF to  i9-14900K .  It's OK but I can't rave over it.  It is more of an sideways change rather than an upgrade.The i9-14900K is fast but not more so that a i9-13900K.  For me, the Cinebench R23 scores are about the same for 13th versus 14th gen.  Though the i9-14900K appears to run DDR5 more stably and at higher frequencies than the i9-13900K.  Also, the i9-14900K is enabled for XTU AI enable tuning in XTU but it's not that helpful.  I even wonder if it is worth getting a K at all, these CPU's are plenty fast for gaming without overclocking.I did NOT notice a significant improvement in the operating temperatures.  Maybe a slight improvement but I did flush out the cooling system and clean out the water block so I am doubtful that the running temps are better.  Also, I suggest that you NOT let these chips get anywhere near TjMax (100C).  I had one i9-13900KF literally fail due to allowing it to get to TjMax frequently when stress testing.  A second one became slightly flaky.I thought the built in ARC display support of the K version might be helpful since I intended to devote the graphics card to the gaming monitor and use the built-in ARC on a side display.  But as it turns out, it wasn't worth it for me.  If you are gaming with this level of processor, you really need a comparable graphics card but most of them will drive four displays.  IMO, you are better off getting a KF and spending the money so saved on better graphics card.The original asking price was insane, I bought it on a whim on a late night.  On the morning morning after, I had buyers remorse, tried to cancel but could not, so instead, I refused the package.  It took literally 6 months to get a refund.  That was rather irksome."
3,"Regret, should have go AMD","Because of the crash problem and we are told to turn down the performance in the CPU, We are not getting the performance we paid for. INTEL is saying it's the motherboard, and the motherboard is saying it's INTEL. we are not getting what we paid for, I think they should recall and give us a refund ð?¤? what a waste."
3,I finally lost,"I've built computers for more than 20 years, and I have never in my life had so much trouble booting with stock bios settings. I think I finally lost the silicon lottery. Using an Asus mb, I had to go into bios limit voltage and manually tune each pcore. Temps were wild and out of control 100Â°c, clock speeds were low thermal throttling, random crashes, blue screens inability to run simple programs without them crashing and shutting down. Tried intel xtu auto overclocking, ai suite, and asus ai overclocking via bios.. none of that worked. Had to just dig into bios, set limits, and manually tune each core. Now system is stable and solid. Been benchmarking and stress testing for a few days now. Temps are great, and I am happy. Not sure if mb is culprit, gonna get another board and test the chip. Just be ready for some trouble. Looked over many forums of others having the same issues."
3,"Great when I first received it, then an update to the ME engine nerfed it.","I was really pleased with this processor in the beginning, was running it at 6.1Ghz as a daily driver and even 6.4Ghz. About a month or two in to owning it they released an Intel Management Engine update for this processor and that was it no more overclocks. Every game would now crash if the processor was overclocked. I am tired of playing cat and mouse with Intel, won't be buying a processor for a while until things drastically change."
3,Thermal throttle spikes not present with 13900k,"My 13900k never thermal throttled in any game, yet I'm getting thermal throttle spikes when playing games like Cyberpunk with the 14900k. My 360 AIO mount is not the issue, as temps hover around 90-93c when stress testing at 253w. I'm also using a contact frame. I'm thinking the issue might be the increased voltage at the stock 5.7 all core frequencies, because my power usage has increased a lot while gaming. Whatever the case, I'm not the only one seeing this behavior - it's unacceptable.Update: Reducing the e-cores to 4.3 helps significantly, and setting everything to 5.5/4.3 (13900k values) solves it completely. Simply too much voltage is being pumped into the chip at stock frequencies. I've set up a Thermal Velocity Boost profile where 80c drops to 5.6, and 90c drops to 5.5, with e-cores at 4.3... and the issues are basically gone. Ridiculous that this has to be done though."
3,"Amazon Leistung Top, Intel Leistung ok","Habe CPU bei Amazon gekauft und auch verpackte Neuware erhalten.Seitens Amazon 5 SterneZur Intel CPU. Die CPU Generation ist gelungen. ABER die Amd Konkurrenz hat auch Ihre Vorteile.Wegen nicht genutzter OptimierungsmÃ¶glichkeiten muss ich Intel Punkte abziehen und 3 Sterne verleihen.Contra:Thread Application Optimizer nicht verfÃ¼gbarCPU's allgemein sehr teuer. Ca 300 Euro- 340 Euro ohne KÃ¼hler.Grauzone:Gamingleistung eigentlich sehr gut,  aber im Vergleich zum AMD Gaming CPU wiederum befriedigend.Energieverbrauch. FÃ¼r meine AnwendungsfÃ¤lle ist es ok bis gut.Pro:Hohe TaktratenCPU ist das rundeste GesamtpaketIntel hat OptimierungsmÃ¶glichkeiten Ã¼ber Software ( Thread Application Optimizer, OC RAM, Microsoft Direct Storage, Moderne Schnittstellen)WLAN7"
4,Ca décoiffe !,"Bon pas de surprise sur la puissance de ce processeur c'est un monstre de puissance !Point crucial : ça chauffe beaucoup ! J'ai du mettre un AIO en 420mm pour refroidir correctement le processeur.Deuxième point : ça consomme beaucoup ! Vous avez toujours la possibilité de régler au maximum sur 125 watts dans votre bios pour parer à cela (perte de 4-8 % de perf).Sincèrement, si vous êtes un gamer et que vous n'avez pas besoin de puissance brut tournez vous plutôt vers un i5, ca fera amplement l'affaire !"
4,"Fast, but unstable when overclocked.","I built 3 systems using 14900 series. They all had serious stability problems when in use.  After researching for weeks and reinstalling OS with no better result.  I finally disabled overclocking ""AI overclocking"", which was running as high as 1.6v.  I also found a BIOS setting after running some tools and set it INTEL FAIL SAFE.  this allowed me to run the AVX2 stress test successfully.  It basically throttles the chip.I can't tell you the frustration this caused figuring this out.  Everything from chrome browsers to Adobe CS would crash randomly for no apparent reason every few minutes while all ""tests"" showed it was fine.  I lowered my refresh rate to 60 from 120, killed AI overclocking and set the INTEL setting and now have a very stable system. It outperforms my 5950x when encoding, which is impressive.  It does run HOT even with water cooling.  IF I had it to do over again, I would avoid 13000 and 14000 chips as there is a OODLE issue as well when it comes to gaming with Unreal 5.  Basically an unfixable hardware flaw that affects some chips.Here's the thing, you will not notice a difference as nothing I use with the exception of HANDBRAKE, ever comes close to maxing out the chip when in use.  Adobe CS uses my 3080ti and the intel quicksync iGPU simultaneously which rarely went above 40%, and usually was around 15-20 when editing.  HW encodes for HD were at 350fps, software, 250, intel 300.  So a small advantage in Adobe CS is why I went with the 14900K vs KF.System was using ""AI overclocking"" pushing it to 6.2 roughly single core.  Disabled in BIOS now.Specs: Asus z290a Wifi II, Corsair 96GB DDR5 5600, Samsung 990 Pro, CPU Water cooled, 3080tiSo the ""K"" is basically useless for me at this point and don't see myself doing it manually as it's just not worth it to me.  That said, when stable, it's a very capable chip."
4,Packaging could be improved,"The processor is great and arrived sealed in good condition, however, the cardboard box had no protection and it could easily be damaged if it fell."
4,Good for price,"I'm definitely gonna upgrade later but this is handling itself pretty well with dragon dogma 2 to fortnite and everything in-between, only gripe is that there's no small arrow on the actual CPU to indicate where to place it on motherboard so if you tossed the packaging without looking you might be bit confused with orientation otherwise good."
4,Please note that the F in the 14700KF means NO iGPU,"Wanted to purchase the unlocked version of the 20 core 14th gen processor and saw that this was a cheaper option at the time. All the description says is that ""Discrete graphics is required."" It would be much more helpful by adding a line that says the F version stands for no integrated graphics card. If you're doing any kind of workstation work such as video editing, most software will take advantage of the processor having an iGPU as well and so I'm actually losing performance with this model version. I'll have to return the item to purchase the correct version without an F. I would give it a full 5 stars if it had the line explaining the F version."
4,Excellent performance for general purpose use,As a Gamer/Data Scientist/Programmer/Tinker I wanted a mainstream CPU built by a well established company. With Intel's i9-14900K CPU I have a top of the line general purpose chip which provides above average performance in all the computational fields I have an interest in. I only gave it a 4-star rating because I had hoped that Intel would have brought the 15th generation chips out in 2023 Q4 as they said rather than just the mobile chips.
4,Uno de mos mejores procesadores,Excelente procesador super rápido lo recomiendo a los todos los que quieran actualizar su computadora o armar una nueva  yo lo utilizo con la tarjeta de video 4080 super excelente combinación..
4,Arrived used?,"It arrived in a sealed package but it was stained and with a thumbprint on it. Looks like it might have had thermal paste removed? I'm not crazy about that because I paid for new, but it seems to work fine."
1,AVOID THIS PROCESSOR AT ALL COSTS / 13th/14th gen Intel i7-i9 issues,"Where do I begin... In between the stability issues this causes, the blue screens of death, the fact that you can't run even Minesweeper due to the problems this processor causes, the ""lack of video resources"" not caused by the GPU but rather by the CPU, the constant need for undervolting of a so-called high end chip, the overheating of the processor, the fact that Intel stayed quiet about this and STILL hasn't taken any action so far, that so many customers have been forced to ask for returns, or the fact that this was hushed for so long that it'll be a miracle to get a refund... Disappointment is still too light a term to refer to what went on with these processors. Honestly, this already falls within a product recall territory, and it's both a scam and an insult to every potential customer out there."
1,Defective from manufacturer constant game crashes because of power throttle issue.,Defective from manufacturer constant game crashes because of power throttle issue. Intel needs to recall this product and refund everyone.  I replaced every part on my new PC build only to find out the issues was this Intel CPU (amazon 30 day warranty had already expired by then).  I'm now having to wait for months attempting to get a refund from intel.  This is a well-known issue and Intel refuses to admit and recall product
1,A Carefully Engineered Nightmare,"I'm a game developer and decided to switch from AMD to Intel for my latest build. The amount of problems this CPU has caused me has cost me hundreds of hours of work. I've been building computers for over 20 years and this is by far the absolute worst component of all time. E cores will cause instability in almost every multithreaded application, clocking has to be severely limited to avoid blue screen of death, Intel Extreme Tuning Utility is borderline malware, and the high thread count is just deceptive marketing because 1/3 of the cores are laptop grade. It gave the illusion of stability through the return period so I'm now stuck with a $500 paper weight CPU and motherboard."
1,"Absolute scam, stay away!","This CPU is a scam. I spent four months debugging my new system, went through three motherboards, two sets of RAM and countless hours of debugging and trying, just to figure out that this CPU is garbage. I can't get my system stable, it keeps failing. This CPU is so overclocked that it does not run stable. Ever. Safe your money, times and nerves and stay as far away from this CPU as you can. I will never buy Intel again."
1,Lost me as a customer,"I?ve always used Intel, as my experiences with AMD have never been great. Wanted to upgrade from my 8700K as I?m doing a lot more rendering/3D work and I need the extra cores and performance. I thought I did my due diligence and picked out ram that was compatible with my motherboard, a suitable CPU cooler, etc to ensure a smooth upgrade.Ultimately was met with so much instability, crashes, high power usage and heat. The instability seemed incurable so I returned everything and switched to the 7950x3d? and it just worked straight out of the box, runs so much cooler and less power draw, with no crashes. It?s not as fast as the 14900k in my tasks, but the other benefits out weigh the decrease in performance."
1,Tribal packaging,Products work well but runs very hot. Tribal packaging tho the only Protection was a piece of crumpled paper. The cpu wasn't even in the packaging it had folen out and was just tumbling around the box when it arrived. luckily didn't have any noticeable damage though
1,Incredibly unstable,"Intel has pushed these 13th and 14th Gen i9's way too far in an effort to keep up with AMD. They come out of the box with maxed out settings, including a nearly unlimited 5000w (yes, thousand) available power draw. Intel customer support will ask you to manually configure the BIOS to a setting that effectively renders it a very expensive i7. Wait until they get this fixed, if it's even possible, unless you just really like underclocking and BSODs"
1,SO MANY PROBLEMS,This CPU is a piece of garbage. Can?t run most games without special settings that are all different from each other depending on the game. Don?t buy this worthless CPU. Was better off sticking with my 10th gen I7
1,Unstable Out Of The Box.,"Installed on an Asus Z790 Hero motherboard, the system was unstable when attempting to undervolt the CPU, and tweaking settings never stabilized it. Hopefully, Intel will release more stable silicon in their next generation."
1,Was a loyal intel consumer until this.,Brand new chip doesn?t even work. How?d are these for sale? Returned this. Amazon received this almost one month ago and still hasn?t issued a refund.
3,The heat is hot,Super hot CPU. Investing in this means investing in serious cooling for it.
3,Memory controller isn't that great,It's no secret that the memory controller is a lottery on this and 13th gen cpus. It's very flaky.7200mhz XMP profiles are unstable. 4 sticks of RAM is unstable.Other than that the CPU does its job. It's basically just a binned 13900ks. Nothing special.
3,Caja cortada con un cúter,"La caja tenía un corte de cúter en la parte superior, la verdad me molesta que haya tan poco cuidado con las cajas de productos tan caros."
4,A Monster CPU with One Major Caveat,"I built PC with the new Intel i9-14900k, and I must say, it's a beast of a processor. Coming from an i7-8700k, the performance boost is nothing short of incredible. Multitasking, gaming, and content creation have all seen a significant improvement. Multithreaded applications and gaming experiences run smoother.  It's a productivity powerhouse. The clock speeds are no slouch either, making it excellent for single-threaded tasks and gaming. The major downside of this CPU is the heat it generates. Even with a high-end cooling solution, it tends to run hot, and that's something you must take into consideration when setting up your cooling solution. Be ready for this CPU to draw a significant amount of power at full load. It can put quite a load on your power supply and might necessitate an upgrade if you're not already prepared. The Intel i9-14900k is an incredible processor, and the upgrade from an i7-8700k is substantial. Its exceptional performance in various tasks justifies its price tag. If you're willing to address these challenges, you'll be rewarded with a fantastic computing experience."
